latent_variable_dim_1,latent_variable_dim_2,mu_dim_1,mu_dim_2,log_var_dim_1,log_var_dim_2
-0.19558752,0.06699756,-0.1944569,0.06909719,-10.746859,-11.556026
-0.18763024,0.072654344,-0.1890406,0.06906654,-9.881623,-11.216391
-0.18887757,0.07544048,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.18041113,0.06544644,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.1990356,0.07425006,-0.1958499,0.06884746,-10.700972,-11.525974
-0.18417248,0.066900104,-0.1958499,0.06884746,-10.700972,-11.525974
-0.17904586,0.068107694,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.18536375,0.07074528,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.19079769,0.06247608,-0.1958499,0.06884746,-10.700972,-11.525974
-0.19885203,0.07547852,-0.1958499,0.06884746,-10.700972,-11.525974
-0.19503172,0.069726616,-0.19457042,0.0689798,-10.649865,-11.510469
-0.19812492,0.06364253,-0.19457042,0.0689798,-10.649865,-11.510469
-0.18176812,0.07209986,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.16612418,0.08008374,-0.15867093,0.06697407,-8.870106,-10.208615
-0.19032454,0.06751015,-0.1958499,0.06884746,-10.700972,-11.525974
-0.19471411,0.06483339,-0.1958499,0.06884746,-10.700972,-11.525974
-0.1873103,0.06724549,-0.18605024,0.06974513,-9.123423,-10.983395
-0.18750624,0.068583995,-0.17599413,0.068574175,-8.501584,-10.775923
-0.19013104,0.0719534,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.18252152,0.07223438,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.19327259,0.07400642,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.19677672,0.069066346,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.192948,0.067433745,-0.1902718,0.069216326,-9.834854,-11.218661
-0.18728986,0.063480005,-0.18843073,0.06912884,-9.754023,-11.176135
-0.18631409,0.06747705,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.20381491,0.061892975,-0.19778168,0.06723117,-10.405521,-10.943619
-0.20177358,0.064180925,-0.1944569,0.06909719,-10.746859,-11.556026
-0.1975001,0.07144931,-0.1944569,0.06909719,-10.746859,-11.556026
-0.34404033,0.2555987,-0.33995983,0.25332236,-10.005607,-9.777692
-0.35280886,0.2467756,-0.3441098,0.24906227,-10.0801325,-9.873122
-0.19876309,0.07037129,-0.20177656,0.06828587,-10.56504,-11.229084
-0.19943663,0.0684497,-0.1958499,0.06884746,-10.700972,-11.525974
-0.19806643,0.06372795,-0.19421038,0.06929373,-9.4381275,-11.047088
-0.18200259,0.06889899,-0.18605024,0.06974513,-9.123423,-10.983395
-0.19873053,0.06463022,-0.20177656,0.06828587,-10.56504,-11.229084
-0.1958675,0.06632795,-0.1958499,0.06884746,-10.700972,-11.525974
-0.3320003,0.29018968,-0.33538815,0.25692466,-9.511997,-8.66686
-0.34121427,0.26044193,-0.3427524,0.25429425,-10.174927,-9.966136
-0.33248287,0.25442907,-0.33743113,0.24781564,-10.121827,-9.859733
-0.34469533,0.2602661,-0.34192526,0.2595611,-9.774613,-9.603285
-0.36138004,0.2613928,-0.35573763,0.25807008,-10.014465,-9.703965
-0.18906902,0.069884524,-0.19616237,0.06841354,-10.122956,-11.209364
-0.15352795,0.072102346,-0.15248156,0.06644685,-8.828711,-10.012354
-0.19167048,0.06883203,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.17389646,0.06757592,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.18432826,0.06982656,-0.18850362,0.06926832,-9.756728,-11.18149
-0.20919581,0.06817294,-0.19647971,0.068303645,-10.090529,-11.152024
-0.17263715,0.06497522,-0.15694615,0.06664634,-8.778009,-10.05101
-0.18848436,0.07665738,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.32568455,0.2662574,-0.33295086,0.25467652,-9.807742,-9.572962
-0.201334,0.065463424,-0.19638082,0.067381404,-10.585862,-11.057507
-0.15890017,0.056419794,-0.15867093,0.06697407,-8.870106,-10.208615
-0.18846452,0.07025509,-0.18972975,0.069276996,-9.782087,-11.175848
-0.19034824,0.06596884,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.18659349,0.07285787,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.17744339,0.07045367,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.18919127,0.066836685,-0.19015369,0.0693194,-9.745677,-11.16457
-0.24672307,0.068315625,-0.2421487,0.07024853,-11.685291,-11.6779375
-0.23827504,0.06918487,-0.24236873,0.06832045,-11.765911,-11.693555
-0.15945143,0.066863865,-0.15274853,0.066546604,-8.836947,-9.957374
-0.1714297,0.0660954,-0.15867093,0.06697407,-8.870106,-10.208615
-0.18947951,0.06636879,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.1912918,0.069504425,-0.18866077,0.06915343,-9.769095,-11.1791935
-0.23917772,0.066413924,-0.23937044,0.06920578,-11.630177,-11.600958
-0.23957786,0.06392535,-0.24185327,0.069166176,-11.697923,-11.679206
-0.20342976,0.07247466,-0.19390431,0.06897919,-10.627916,-11.504458
-0.34308258,0.25887156,-0.34323695,0.2549057,-10.179087,-9.971246
-0.34045222,0.25818837,-0.34380212,0.25467235,-10.159472,-9.964156
-0.35097697,0.26996258,-0.34222156,0.25378075,-10.193697,-9.980962
-0.35072598,0.25288102,-0.34128752,0.25406504,-10.194628,-9.983086
-0.34442425,0.25652567,-0.34428537,0.25503573,-10.170268,-9.967484
-0.33866987,0.26502118,-0.34271577,0.25435168,-10.164194,-9.969146
-0.34195295,0.2581702,-0.34363058,0.25473827,-10.154408,-9.96575
-0.34489846,0.24872124,-0.3434037,0.25461906,-10.188896,-9.973902
-0.33926097,0.25141945,-0.34193674,0.25286478,-10.148646,-9.964207
-0.35244676,0.25364372,-0.34290028,0.2543806,-10.166244,-9.9666195
-0.34095627,0.2524539,-0.3408011,0.25355068,-10.197204,-9.982808
-0.3395055,0.27219987,-0.3428777,0.25482675,-10.190949,-9.972303
-0.3432425,0.24769078,-0.34225133,0.2536267,-10.179144,-9.970956
-0.33369872,0.25876945,-0.34237343,0.25407302,-10.184547,-9.978595
-0.33702794,0.2555731,-0.34225133,0.2536267,-10.179144,-9.970956
-0.34342107,0.25939667,-0.3435267,0.2544021,-10.166892,-9.965585
-0.33557764,0.25434735,-0.34304196,0.25513944,-10.159535,-9.969321
-0.35165912,0.2499804,-0.34290028,0.2543806,-10.166244,-9.9666195
-0.33730596,0.25925836,-0.342808,0.25411215,-10.158978,-9.963125
-0.33762795,0.2500775,-0.34178123,0.25368908,-10.194813,-9.980414
-0.35669953,0.25490838,-0.34555572,0.2568698,-10.159696,-9.966792
-0.34287712,0.24577229,-0.3433738,0.2547164,-10.176982,-9.958448
-0.33672756,0.24694787,-0.34509695,0.25603175,-10.152262,-9.965552
-0.34208164,0.25834435,-0.34371617,0.2541946,-10.147329,-9.960539
-0.3500095,0.24077554,-0.34082767,0.25301734,-10.181208,-9.9786625
-0.33563432,0.2634387,-0.34263998,0.25382832,-10.160919,-9.966503
-0.34511185,0.25245872,-0.3424121,0.25501096,-10.174071,-9.967558
-0.34842142,0.2347942,-0.34114468,0.25295478,-10.178881,-9.975956
-0.34571585,0.2554,-0.3437024,0.25470006,-10.157722,-9.963982
-0.3340445,0.24464981,-0.34182563,0.25399673,-10.16893,-9.975573
-0.3424505,0.26686862,-0.34466973,0.25508624,-10.163275,-9.962974
-0.3556407,0.2630548,-0.34160182,0.25412405,-10.205431,-9.987402
-0.35085383,0.24578588,-0.3437024,0.25470006,-10.157722,-9.963982
-0.34152538,0.26021704,-0.341121,0.25317463,-10.184217,-9.978557
-0.357846,0.25352997,-0.3435516,0.25440732,-10.167452,-9.966933
-0.33843803,0.25442427,-0.34367633,0.25483704,-10.186985,-9.978338
-0.34824377,0.2414622,-0.34233418,0.25370297,-10.168821,-9.97109
-0.3417591,0.25420588,-0.34159663,0.2535815,-10.176024,-9.978098
-0.34963033,0.24676995,-0.34228203,0.25431985,-10.161032,-9.961527
-0.32617489,0.25536048,-0.34129548,0.25324753,-10.169151,-9.973004
-0.35096446,0.248285,-0.34159663,0.2535815,-10.176024,-9.978098
-0.33558863,0.2584518,-0.3400085,0.2524044,-10.201151,-9.981705
-0.33624738,0.26041886,-0.3425846,0.25483274,-10.172995,-9.966542
-0.326209,0.2511834,-0.34044847,0.25272995,-10.184615,-9.979198
-0.3237074,0.2580154,-0.3425588,0.25424492,-10.163154,-9.963346
-0.3412107,0.2501947,-0.34135202,0.25299314,-10.173426,-9.966616
-0.34345585,0.26020786,-0.34184185,0.2542621,-10.182671,-9.979655
-0.35279176,0.24675407,-0.34526613,0.25508177,-10.163185,-9.964251
-0.34133106,0.2520206,-0.3394991,0.25460473,-10.198086,-9.976835
-0.34038806,0.24653378,-0.34235922,0.25343585,-10.156055,-9.968414
-0.3302414,0.25462717,-0.3424286,0.2531151,-10.19037,-9.972456
-0.34559754,0.26501524,-0.34501833,0.25514588,-10.141885,-9.963847
-0.33853862,0.25799683,-0.34235922,0.25343585,-10.156055,-9.968414
-0.33760586,0.25633845,-0.34232262,0.25335693,-10.169842,-9.974239
-0.34423444,0.25161055,-0.34363058,0.25473827,-10.154408,-9.96575
-0.3482171,0.25667655,-0.34100115,0.25507274,-10.189507,-9.97097
-0.33098367,0.25953788,-0.34079704,0.2524603,-10.201404,-9.97765
-0.33244622,0.244456,-0.3399143,0.25243002,-10.156355,-9.965275
-0.34187096,0.2631821,-0.34333527,0.25461087,-10.156325,-9.968128
-0.3418846,0.24833281,-0.34094754,0.2526512,-10.141774,-9.955993
-0.33382398,0.23645891,-0.34089056,0.25296158,-10.195,-9.975649
-0.34064522,0.2508184,-0.34492213,0.25553656,-10.147301,-9.962564
-0.34095302,0.24814421,-0.3403841,0.25300676,-10.169106,-9.9764805
-0.34893915,0.2621313,-0.34102803,0.25383276,-10.196615,-9.974747
-0.33998394,0.24703933,-0.33969072,0.2524521,-10.192346,-9.984358
-0.3414688,0.25322083,-0.34407443,0.25454107,-10.186574,-9.977774
-0.34117714,0.25217742,-0.34021765,0.2531457,-10.189419,-9.982078
-0.34325677,0.24414343,-0.3415189,0.25399208,-10.197887,-9.982573
-0.3447628,0.25369453,-0.34146383,0.254258,-10.16328,-9.971088
-0.3505165,0.25083876,-0.34035233,0.25269303,-10.176497,-9.975946
-0.33224016,0.25157905,-0.3441039,0.2554225,-10.146347,-9.950596
-0.34441087,0.2512647,-0.3415308,0.25340167,-10.149492,-9.955403
-0.3441445,0.25744095,-0.34451932,0.25386256,-10.120746,-9.952354
-0.34091648,0.26269087,-0.3413703,0.2530724,-10.178372,-9.969916
-0.34580466,0.2563285,-0.34278762,0.25431344,-10.167507,-9.967378
-0.33188504,0.25093526,-0.33926466,0.25245693,-10.178427,-9.979887
-0.33811033,0.2570928,-0.34342226,0.2545798,-10.180782,-9.973889
-0.3312602,0.24678132,-0.34181172,0.25305814,-10.170714,-9.974319
-0.339191,0.26222858,-0.34255677,0.25412017,-10.147448,-9.967178
-0.33174887,0.25247845,-0.3421709,0.25409275,-10.135279,-9.963999
-0.35227332,0.2675823,-0.34199718,0.25417203,-10.166286,-9.98053
-0.33603597,0.26063177,-0.34218687,0.2552266,-10.179514,-9.968917
-0.34765536,0.2597831,-0.34199718,0.25417203,-10.166286,-9.98053
-0.33318585,0.25271982,-0.34269848,0.25385264,-10.143925,-9.960058
-0.33618203,0.2518715,-0.3427147,0.25449455,-10.150788,-9.962482
-0.33684278,0.25396466,-0.3406916,0.2532912,-10.18215,-9.979741
-0.3484143,0.25651872,-0.34403765,0.25581053,-10.154234,-9.968375
-0.35183597,0.27093518,-0.34292707,0.25427037,-10.172446,-9.974981
-0.3354915,0.2562191,-0.3427211,0.2544713,-10.163463,-9.959212
-0.34452853,0.26025265,-0.34220967,0.25445855,-10.133568,-9.965856
-0.34012607,0.2574751,-0.34265116,0.25419134,-10.181528,-9.978426
-0.35446876,0.26087698,-0.34292707,0.25427037,-10.172446,-9.974981
-0.34687197,0.26172215,-0.34108254,0.2538667,-10.184624,-9.977846
-0.3363668,0.26065683,-0.34136608,0.25339645,-10.1626215,-9.968554
-0.33739054,0.2524342,-0.3406049,0.25339147,-10.187429,-9.975298
-0.3345472,0.2569067,-0.34312895,0.254796,-10.173411,-9.967958
-0.3392578,0.25343227,-0.34198564,0.2536427,-10.16439,-9.9766655
-0.34552133,0.2531537,-0.33904612,0.25271106,-10.205051,-9.988968
-0.3387349,0.26720792,-0.34046522,0.25276762,-10.179329,-9.969616
-0.3489265,0.2506125,-0.3404115,0.2535213,-10.176196,-9.978955
-0.33824366,0.24528398,-0.3439049,0.25501668,-10.182436,-9.966144
-0.3401397,0.24820246,-0.34352785,0.25469524,-10.179472,-9.966854
-0.33861366,0.24667642,-0.3404115,0.2535213,-10.176196,-9.978955
-0.34243605,0.25433812,-0.34059078,0.2532946,-10.212075,-9.988128
-0.3429632,0.25445625,-0.34244356,0.2538891,-10.155294,-9.966748
-0.33092338,0.25463226,-0.34033427,0.253381,-10.192529,-9.9814625
-0.35129473,0.25815934,-0.3450946,0.25514773,-10.158121,-9.965844
-0.34038746,0.25028595,-0.3426338,0.25557178,-10.151662,-9.966642
-0.34126163,0.25168484,-0.34189543,0.2543594,-10.1747265,-9.969891
-0.34310234,0.262462,-0.34445158,0.25628835,-10.167288,-9.968052
-0.3417434,0.2610523,-0.34513354,0.25507388,-10.168677,-9.9714985
-0.3444958,0.2517593,-0.34248412,0.25460356,-10.170293,-9.969175
-0.33886793,0.25085312,-0.34208325,0.25462446,-10.165876,-9.979308
-0.34267306,0.27437854,-0.34254768,0.25355986,-10.153655,-9.96301
-0.33643523,0.2556938,-0.34225133,0.2536267,-10.179144,-9.970956
-0.3446459,0.24534865,-0.33883682,0.25278127,-10.195911,-9.992833
-0.34150404,0.26442823,-0.34144428,0.25260657,-10.173024,-9.978993
-0.3507993,0.25618035,-0.34362152,0.25603348,-10.158284,-9.970932
-0.34543362,0.24777815,-0.3424438,0.2540354,-10.187572,-9.9764595
-0.35112828,0.25289342,-0.3406837,0.25385466,-10.17008,-9.975444
-0.3415598,0.25515443,-0.34124914,0.25376764,-10.182743,-9.978066
-0.34112206,0.2440426,-0.34295103,0.25455105,-10.154856,-9.95941
-0.3457309,0.25614417,-0.34100017,0.25312015,-10.171069,-9.975384
-0.34271583,0.24990752,-0.33928898,0.2535126,-10.20526,-9.990926
-0.34989017,0.25320944,-0.34356937,0.25461188,-10.160068,-9.964501
-0.33806968,0.25477788,-0.34129837,0.25345543,-10.177338,-9.979709
-0.3376276,0.24631467,-0.3398836,0.25214925,-10.197656,-9.986188
-0.33464545,0.2457306,-0.34126705,0.25433314,-10.183016,-9.981554
-0.34409016,0.24892132,-0.34009424,0.2535489,-10.15972,-9.965916
-0.34011373,0.2601378,-0.34468636,0.25480717,-10.174241,-9.972696
-0.34343004,0.26283243,-0.3427482,0.2544833,-10.156502,-9.970428
-0.35117093,0.2514505,-0.3437681,0.25475895,-10.182263,-9.976741
-0.33893636,0.2516166,-0.33945367,0.25305188,-10.189474,-9.982522
-0.34061202,0.2431821,-0.34005117,0.25247258,-10.159311,-9.967478
-0.34358746,0.2523142,-0.34290007,0.25499547,-10.190919,-9.969415
-0.33300185,0.24769956,-0.34387866,0.25448245,-10.165487,-9.969535
-0.35478938,0.2655964,-0.34018317,0.25324565,-10.178935,-9.978804
-0.3482955,0.2597062,-0.34230003,0.25379932,-10.173349,-9.969804
-0.33015186,0.2541938,-0.34140834,0.25473586,-10.170635,-9.967967
-0.32481033,0.2613721,-0.3398107,0.25280467,-10.204497,-9.988152
-0.33847192,0.25446644,-0.34164387,0.25368577,-10.178981,-9.966767
-0.34846693,0.25245318,-0.33971673,0.25422794,-10.194934,-9.984751
-0.34317484,0.25902835,-0.34389552,0.2550484,-10.165546,-9.972751
-0.3435177,0.24717583,-0.34165552,0.2548365,-10.165232,-9.969353
-0.3349881,0.24408595,-0.34062997,0.25431958,-10.205698,-9.983158
-0.33462492,0.23927805,-0.34096006,0.2532693,-10.200205,-9.981554
-0.34113786,0.24861401,-0.33954802,0.25429896,-10.217148,-9.980968
-0.34296814,0.27213413,-0.34129837,0.25345543,-10.177338,-9.979709
-0.3410471,0.26290625,-0.34390074,0.2545239,-10.168988,-9.97075
-0.33943516,0.25961563,-0.3398522,0.2533935,-10.178844,-9.983317
-0.33599943,0.24942294,-0.34059727,0.25345933,-10.197945,-9.988165
-0.34547797,0.250866,-0.34156254,0.25333568,-10.168246,-9.968309
-0.33412775,0.2533984,-0.34344843,0.25456792,-10.181565,-9.975477
-0.33139881,0.24939531,-0.3432679,0.25359067,-10.152173,-9.962548
-0.33754998,0.2575988,-0.3440197,0.25524503,-10.153961,-9.964888
-0.33860716,0.2609203,-0.33771497,0.25101966,-10.218275,-9.991506
-0.35689998,0.25746343,-0.3456104,0.2557869,-10.148419,-9.949217
-0.3419209,0.2557422,-0.34026214,0.2537438,-10.208363,-9.99025
-0.3502689,0.24910744,-0.3437571,0.25518867,-10.164484,-9.965212
-0.34261864,0.26917672,-0.34175065,0.2538515,-10.173055,-9.97385
-0.33031043,0.25495058,-0.34124914,0.25376764,-10.182743,-9.978066
-0.33457547,0.2532929,-0.34332624,0.25405064,-10.162533,-9.963959
-0.34765944,0.25734437,-0.34403765,0.25581053,-10.154234,-9.968375
-0.33643064,0.2538792,-0.34244356,0.2538891,-10.155294,-9.966748
-0.33083004,0.25095916,-0.3390055,0.25148672,-10.218003,-9.995562
-0.3449093,0.24214682,-0.34103015,0.2533148,-10.172548,-9.970053
-0.3357487,0.24146684,-0.34341988,0.2538829,-10.142687,-9.959907
-0.33964437,0.24947564,-0.34267187,0.25422335,-10.16075,-9.975736
-0.34591904,0.2510548,-0.34368077,0.25503054,-10.172836,-9.9782295
-0.3542218,0.25651166,-0.3435845,0.25397396,-10.148835,-9.964126
-0.3371446,0.25365657,-0.34175178,0.25447795,-10.166969,-9.967073
-0.3459447,0.26226014,-0.3402687,0.25282833,-10.173704,-9.96986
-0.34231156,0.2577687,-0.34283432,0.2549358,-10.156091,-9.969207
-0.34319824,0.24758133,-0.3423073,0.25399324,-10.173959,-9.971093
-0.3331248,0.25620258,-0.3401415,0.25189918,-10.179864,-9.965338
-0.33880734,0.27007574,-0.34157422,0.254246,-10.171717,-9.979374
-0.34619534,0.25754046,-0.34218687,0.2552266,-10.179514,-9.968917
-0.3435199,0.2602441,-0.34106803,0.25346982,-10.17569,-9.976453
-0.33178267,0.25141335,-0.34019724,0.25213057,-10.189263,-9.973777
-0.343352,0.23614539,-0.3422067,0.25356174,-10.16151,-9.964843
-0.3508974,0.2492788,-0.33879027,0.25289172,-10.187059,-9.988358
-0.34234515,0.27302873,-0.34129933,0.25554988,-10.197821,-9.984248
-0.3280167,0.25736058,-0.3423848,0.25450695,-10.154726,-9.9657545
-0.3458974,0.2453845,-0.34188086,0.25275335,-10.184934,-9.969014
-0.3377696,0.26511654,-0.34130526,0.2541563,-10.14565,-9.971313
-0.3414191,0.25138083,-0.340417,0.2529691,-10.199811,-9.988192
-0.33298674,0.25849515,-0.3390641,0.25327653,-10.205252,-9.992402
-0.34423167,0.25796488,-0.34257647,0.25457683,-10.1728115,-9.973391
-0.34260267,0.26507932,-0.3440841,0.25558043,-10.168508,-9.974474
-0.34090155,0.26199383,-0.33968017,0.2533281,-10.189854,-9.985193
-0.34882534,0.24663466,-0.34110296,0.25326002,-10.198177,-9.974679
-0.32763085,0.25637656,-0.33514708,0.25383365,-10.262444,-9.99504
-0.34411436,0.25975493,-0.34327582,0.25482967,-10.169734,-9.965041
-0.3476791,0.25910145,-0.34216687,0.25435096,-10.162871,-9.966786
-0.33626607,0.25439578,-0.34102383,0.2544316,-10.16076,-9.961765
-0.33673474,0.24637057,-0.33856556,0.25286606,-10.187222,-9.985388
-0.33631894,0.25658345,-0.34231424,0.2540136,-10.20219,-9.984075
-0.33330467,0.25071427,-0.34031025,0.25271133,-10.184478,-9.983341
-0.34235686,0.267721,-0.3429434,0.25355744,-10.123986,-9.95066
-0.34052038,0.25930074,-0.33886287,0.2527167,-10.177339,-9.978219
-0.3492624,0.24708231,-0.34168234,0.2546324,-10.152631,-9.974742
-0.35219347,0.23766232,-0.3401953,0.25381336,-10.151159,-9.964303
-0.34307548,0.26347655,-0.34244356,0.2538891,-10.155294,-9.966748
-0.3398908,0.23931712,-0.33969924,0.25346696,-10.1917515,-9.982104
-0.33850133,0.25210127,-0.34255674,0.2555541,-10.178951,-9.97771
-0.34064457,0.25375396,-0.3399621,0.25301576,-10.187675,-9.992588
-0.34500748,0.24693109,-0.3395441,0.2533209,-10.199859,-9.988535
-0.3471699,0.25368518,-0.34244356,0.2538891,-10.155294,-9.966748
-0.340947,0.24772856,-0.34026214,0.2537438,-10.208363,-9.99025
-0.33938193,0.24775183,-0.34088904,0.25437534,-10.151666,-9.97509
-0.34058028,0.25443378,-0.34270605,0.25425607,-10.164161,-9.972358
-0.34712815,0.24314927,-0.34041718,0.25439173,-10.148995,-9.961008
-0.34055477,0.2421778,-0.34058756,0.2529057,-10.153743,-9.967604
-0.33961883,0.26331127,-0.34184936,0.2540688,-10.1803255,-9.977499
-0.35440803,0.24952425,-0.34326002,0.25535557,-10.127362,-9.956256
-0.333105,0.26122144,-0.34094843,0.25266567,-10.184368,-9.975798
-0.33582523,0.25982934,-0.3430591,0.25399163,-10.179427,-9.9777975
-0.34044412,0.26733086,-0.34124258,0.25404686,-10.188568,-9.981398
-0.33894703,0.25341874,-0.34337428,0.25487962,-10.171863,-9.958557
-0.3386488,0.25446346,-0.34140834,0.25473586,-10.170635,-9.967967
-0.3518621,0.25206703,-0.3432221,0.25437984,-10.164173,-9.967697
-0.34866834,0.26251894,-0.3406711,0.25298446,-10.1782,-9.97448
-0.33723125,0.24418253,-0.340427,0.2524542,-10.17609,-9.972469
-0.34323138,0.24141693,-0.33867636,0.25142437,-10.183907,-9.982744
-0.33395547,0.26088136,-0.34231675,0.25563157,-10.206092,-9.983919
-0.34745875,0.26502344,-0.34157854,0.25465867,-10.158685,-9.970517
-0.34914172,0.25297257,-0.34004837,0.25321853,-10.147929,-9.959127
-0.33612925,0.256257,-0.34141856,0.25359064,-10.185768,-9.979211
-0.33391067,0.24517135,-0.34147474,0.25325185,-10.186696,-9.980204
-0.3359531,0.25685546,-0.34190506,0.25398484,-10.167574,-9.970957
-0.3483284,0.25755766,-0.34337893,0.25522438,-10.184489,-9.964545
-0.33956963,0.26031598,-0.34325996,0.25389102,-10.179536,-9.97282
-0.34299707,0.25712335,-0.34472063,0.2556084,-10.110898,-9.94184
-0.34586054,0.2636564,-0.34222278,0.25376615,-10.173896,-9.970138
-0.34615713,0.25827724,-0.3401805,0.25349367,-10.182843,-9.986388
-0.3386037,0.25456867,-0.3411394,0.25438234,-10.173413,-9.96371
